MU_PARAM_C1,MU_PARAM_C2,MU_PARAM_C3,MU_PARAM_OBJ,MU_PARAM_I1,MU_PARAM_I2,MU_PARAM_I3,MU_PARAM_P1,MU_PARAM_P2,MU_PARAM_PHI,MU_PARAM_THETA,MU_PARAM_V0,MU_PARAM_V1,MU_PARAM_RATIO,MU_PARAM_BPC,MU_PARAM_BPC_X,MU_PARAM_BPC_Y,MU_PARAM_BPC_A,MU_PARAM_BPC_V,MU_PARAM_BPC_P,MU_PARAM_BP1,MU_PARAM_BP1_X,MU_PARAM_BP1_Y,MU_PARAM_BP1_A,MU_PARAM_BP1_V,MU_PARAM_BP1_P,MU_PARAM_BP2,MU_PARAM_BP2_X,MU_PARAM_BP2_Y,MU_PARAM_BP2_A,MU_PARAM_BP2_V,MU_PARAM_BP2_P,MU_PARAM_APP_CO,MU_PARAM_APP_CO_X,MU_PARAM_APP_CO_Y,MU_PARAM_APP_ST,MU_PARAM_APP_ST_X,MU_PARAM_APP_ST_Y,MU_PARAM_APP_OB,MU_PARAM_APP_OB_X,MU_PARAM_APP_OB_Y,MU_PARAM_APP_SA,MU_PARAM_APP_SA_X,MU_PARAM_APP_SA_Y,MU_PARAM_DEF_GH_X,MU_PARAM_DEF_GH_Y,MU_PARAM_DEF_GHX_R,MU_PARAM_DEF_GHX_Z,MU_PARAM_DEF_GHY_R,MU_PARAM_DEF_GHY_Z,MU_PARAM_DEF_GT_X,MU_PARAM_DEF_GT_Y,MU_PARAM_DEF_GTX_R,MU_PARAM_DEF_GTX_Z,MU_PARAM_DEF_GTY_R,MU_PARAM_DEF_GTY_Z,MU_PARAM_DEF_GA_X,MU_PARAM_DEF_GA_Y,MU_PARAM_DEF_CS3_X,MU_PARAM_DEF_CS3_Y,MU_PARAM_DEF_CS3X_R,MU_PARAM_DEF_CS3X_Z,MU_PARAM_DEF_CS3Y_R,MU_PARAM_DEF_CS3Y_Z,MU_PARAM_DEF_CS_X,MU_PARAM_DEF_CS_Y,MU_PARAM_DEF_CSX_R,MU_PARAM_DEF_CSX_Z,MU_PARAM_DEF_CSY_R,MU_PARAM_DEF_CSY_Z,MU_PARAM_DEF_BH_X,MU_PARAM_DEF_BH_Y,MU_PARAM_DEF_BHU_X,MU_PARAM_DEF_BHU_Y,MU_PARAM_DEF_BHX_R,MU_PARAM_DEF_BHX_Z,MU_PARAM_DEF_BHY_R,MU_PARAM_DEF_BHY_Z,MU_PARAM_DEF_BT_X,MU_PARAM_DEF_BT_Y,MU_PARAM_DEF_BTU_X,MU_PARAM_DEF_BTU_Y,MU_PARAM_DEF_BTX_R,MU_PARAM_DEF_BTX_Z,MU_PARAM_DEF_BTY_R,MU_PARAM_DEF_BTY_Z,MU_PARAM_DEF_OS_X,MU_PARAM_DEF_OS_Y,MU_PARAM_DEF_OSX_R,MU_PARAM_DEF_OSX_Z,MU_PARAM_DEF_OSY_R,MU_PARAM_DEF_OSY_Z,MU_PARAM_DEF_OSP_X,MU_PARAM_DEF_OSP_Y,MU_PARAM_DEF_ISF_X,MU_PARAM_DEF_ISF_Y,MU_PARAM_DEF_ISFX_R,MU_PARAM_DEF_ISFX_Z,MU_PARAM_DEF_ISFY_R,MU_PARAM_DEF_ISFY_Z,MU_PARAM_DEF_IS_X,MU_PARAM_DEF_IS_Y,MU_PARAM_DEF_IA_X,MU_PARAM_DEF_IA_Y,MU_PARAM_DEF_PA_X,MU_PARAM_DEF_PA_Y,MU_PARAM_SAMPLE,MU_PARAM_REF_PLANE,MU_PARAM_MAG,MU_PARAM_LENS_MODE,MU_PARAM_PROB_MODE,MU_EMISSION_CURRENT
2.1887429151006548,3.720088879900284,0.9025481274869724,12.50850678591062,3.1129460623461034,1.9846402654756723,1.015088653281388,0.9326215672445302,5.34034575206836,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,372.8245937812752,1.0,0.0,-9814.0,11296.0,3097.0,75.55904821405693,1.0,0.0,0.0,-13784.0,22072.0,-62.26932818439002,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.0377941756502653,3.70270290170166,0.9393601114079376,12.233860250928078,3.926352030197896,2.0893698426032365,1.088044607941476,0.8274205826626486,5.458781742005228,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,261.5610125077021,1.0,0.0,-9814.0,11296.0,3097.0,-85.3988921682025,1.0,0.0,0.0,-13784.0,22072.0,-68.66564330373663,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.0598914249290305,3.778299535165402,0.8827645769792394,12.406066231086903,3.527928743628902,1.964492845237652,1.0488125465280116,0.6686339476793282,5.395267976495229,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,408.7443984863198,1.0,0.0,-9814.0,11296.0,3097.0,51.33226438868127,1.0,0.0,0.0,-13784.0,22072.0,70.52378738442903,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.18746571619008,3.965742190342789,0.9058635951934136,12.613932002861768,3.546109048623868,1.9463240327995173,1.0829795644116154,0.6661458902145434,4.635359231020481,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,352.1934680625256,1.0,0.0,-9814.0,11296.0,3097.0,-70.17682819239377,1.0,0.0,0.0,-13784.0,22072.0,32.29125200835719,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.16321145549826,3.8780715364028353,0.8608700158386631,12.132162864774584,3.272419661481238,1.9576628711275448,1.1255997410831189,0.6202224394149561,5.037766330549778,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,441.7384747185805,1.0,0.0,-9814.0,11296.0,3097.0,69.09272391510498,1.0,0.0,0.0,-13784.0,22072.0,50.43115756429191,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.140596504232947,3.789454457297404,0.8354354441227582,12.768588781738194,3.755400808451849,2.1186091237621145,1.167611463672797,0.9511692512699744,4.929457382944392,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,356.9498980230388,1.0,0.0,-9814.0,11296.0,3097.0,12.232652404324512,1.0,0.0,0.0,-13784.0,22072.0,-46.39363615672024,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.172253868591679,3.98255902814652,0.8146064607141327,12.6077154919629,3.327008445489469,2.062468868313377,1.1815352579834388,0.8908631018041511,5.487673359602352,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,98.20570542911533,1.0,0.0,-9814.0,11296.0,3097.0,98.77853571674784,1.0,0.0,0.0,-13784.0,22072.0,39.3384897211707,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.0630672503256333,3.813343143006664,0.8350107117933652,12.3219255128743,3.375079875278738,2.036594127199132,1.1199016078957242,0.9398978845520268,5.520341728939633,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,421.8681380082971,1.0,0.0,-9814.0,11296.0,3097.0,44.894412405554704,1.0,0.0,0.0,-13784.0,22072.0,-82.92684612030708,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.1789471560665032,3.815937100876496,0.808875022472754,12.278503456956114,3.737948139046865,2.0707648810686887,1.1775890914612006,0.942584454164706,5.113177994753504,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,101.73218749091323,1.0,0.0,-9814.0,11296.0,3097.0,-98.9204545366763,1.0,0.0,0.0,-13784.0,22072.0,16.74914061517285,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
2.1989042326728896,3.903369349651244,0.8714146132498249,12.496794677421567,3.319501632127092,1.9234733181550236,1.1782991302846322,0.7037263969175129,5.095166004693895,0.0,0.0,300000.0,37000.0,0.0,0.0,246220.0,110.0,0.0,237.10350612000929,1.0,0.0,-9814.0,11296.0,3097.0,-21.59473241913548,1.0,0.0,0.0,-13784.0,22072.0,18.04066621299833,1.0,0.0,4816.0,176232.0,0.0,-882.0,3104.0,0.0,-3659.0,2675.0,0.0,1193.0,-6778.0,1724.0,-746.0,0.0,0.0,0.0,0.0,44.0,651.0,773.0,195.0,746.0,1001.0,2047.0,2047.0,-7.0,-2.0,-231.0,-720.0,70.0,-158.0,-25.0,5.0,194.0,-492.0,464.0,-346.0,287716.0,-24171.0,0.0,0.0,-2048.0,410.0,-2048.0,251.0,-695.0,-27.0,2047.0,2047.0,532.0,-180.0,571.0,-141.0,0.0,0.0,-58.0,-1580.0,-2008.0,833.0,172.0,-109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-321.0,0.0,0.0,0.0,1.0,27000.0,0.0,0.0,0.0
